,product name,ratings,reviews,helpful,date,,asin,target,text
4248,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  this product is 100 percent fake. The smell is definitely not the same as the original which is something that i have access to. I highly advise that you don't buy this product. The smell is very alcoholic and lacks the strength and pleasantness of the real product. I too read all of the 5 star reviews hoping that my product was going to be the same, but it wasn't and for that reason i wan't to advise other people from making the same mistake.

",3,"October 7, 2015",,B000P22TIY,p,"

  this product is 100 percent fake. The smell is definitely not the same as the original which is something that i have access to. I highly advise that you don't buy this product. The smell is very alcoholic and lacks the strength and pleasantness of the real product. I too read all of the 5 star reviews hoping that my product was going to be the same, but it wasn't and for that reason i wan't to advise other people from making the same mistake.

"
4249,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Good price for a quality Cologne, nice clean smell. Good for summertime smell good, light but powerful.

",0,"March 30, 2016",,B000P22TIY,p,"

  Good price for a quality Cologne, nice clean smell. Good for summertime smell good, light but powerful.

"
4250,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Very nice smell, perfect for daytime!

",0,"June 25, 2016",,B000P22TIY,n,"

  Very nice smell, perfect for daytime!

"
4251,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Smells good, short duration, casual sporty fragrance

",0,"September 30, 2016",,B000P22TIY,p,"

  Smells good, short duration, casual sporty fragrance

"
4252,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  In store this spray is over 60.00 and on Amozon way cheaper love it.I will be buying it on Amzon for now on.

",0,"January 2, 2013",,B000P22TIY,p,"

  In store this spray is over 60.00 and on Amozon way cheaper love it.I will be buying it on Amzon for now on.

"
4253,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I think I received my package in one day, which was pleasantly surprising. The cologne smells great and I have received many complements already.

",0,"November 21, 2014",,B000P22TIY,n,"

  I think I received my package in one day, which was pleasantly surprising. The cologne smells great and I have received many complements already.

"
4254,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Good

",0,"May 9, 2016",,B000P22TIY,p,"

  Good

"
4255,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Very light scent!  Fresh and clean!

",0,"March 14, 2016",,B000P22TIY,n,"

  Very light scent!  Fresh and clean!

"
4256,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Every time I get this product it's a good deal, Thank You

",0,"August 7, 2015",,B000P22TIY,p,"

  Every time I get this product it's a good deal, Thank You

"
4257,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells GREAT!! Got like 8 compliments in one weekend. Recommend this to every man of all races and ages!

",0,"February 28, 2016",,B000P22TIY,p,"

  Smells GREAT!! Got like 8 compliments in one weekend. Recommend this to every man of all races and ages!

"
4258,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Good buy for the cost.

",0,"March 16, 2014",,B000P22TIY,p,"

  Good buy for the cost.

"
4259,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Not good

",0,"July 22, 2017",,B000P22TIY,p,"

  Not good

"
4260,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very good and clean smell. I've bought this one three times now.

",0,"September 29, 2015",,B000P22TIY,p,"

  Very good and clean smell. I've bought this one three times now.

"
4261,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I believe it is fake product

",1,"October 22, 2016",,B000P22TIY,p,"

  I believe it is fake product

"
4262,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very clean wonderful fragrance but doesn't seem to last too long. Would still would buy again. If it were more concentrated as in a cologne I think it would be great.

",0,"September 22, 2012",,B000P22TIY,p,"

  Very clean wonderful fragrance but doesn't seem to last too long. Would still would buy again. If it were more concentrated as in a cologne I think it would be great.

"
4263,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Perfect, but the smell lasts just for a while and then it disappears

",0,"May 2, 2016",,B000P22TIY,p,"

  Perfect, but the smell lasts just for a while and then it disappears

"
4264,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  It's an excellent summer cologne. It smells fresh and Aqua. A1

",0,"February 18, 2016",,B000P22TIY,p,"

  It's an excellent summer cologne. It smells fresh and Aqua. A1

"
4265,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  just what I expected

",0,"November 18, 2015",,B000P22TIY,p,"

  just what I expected

"
4266,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I loved it so much

",0,"August 9, 2017",,B000P22TIY,n,"

  I loved it so much

"
4267,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Fake. What else can you expect for $15.

",2,"September 28, 2015",,B000P22TIY,p,"

  Fake. What else can you expect for $15.

"
4268,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Cheap knock off doesn't even last a half hour

",0,"February 7, 2017",,B000P22TIY,p,"

  Cheap knock off doesn't even last a half hour

"
4269,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  David .k.leisson junior

",0,"April 5, 2017",,B000P22TIY,p,"

  David .k.leisson junior

"
4270,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great product, my second time buying this particular cologne. I received it when it was supposed to arrive.

",0,"February 10, 2015",,B000P22TIY,p,"

  Great product, my second time buying this particular cologne. I received it when it was supposed to arrive.

"
4271,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  I've been using this cologne for a few years and really like it; it works well with my chemistry.  I get lots of compliments on this fragrance and people wanting to know what I'm wearing.  It lasts a long time on me (most of the day).

",1,"October 19, 2012",,B000P22TIY,n,"

  I've been using this cologne for a few years and really like it; it works well with my chemistry.  I get lots of compliments on this fragrance and people wanting to know what I'm wearing.  It lasts a long time on me (most of the day).

"
4272,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great product at a great price

",0,"July 21, 2016",,B000P22TIY,p,"

  Great product at a great price

"
4273,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Nice!, I like it

",0,"November 9, 2017",,B000P22TIY,n,"

  Nice!, I like it

"
4274,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great Price!

",0,"October 3, 2015",,B000P22TIY,p,"

  Great Price!

"
4275,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  smells good, but wont last long

",0,"July 12, 2016",,B000P22TIY,p,"

  smells good, but wont last long

"
4276,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  ladies love cool j :) seriously fresh scent my fave cool water smell can't go wrong very calm scent will buy again

",0,"April 12, 2014",,B000P22TIY,p,"

  ladies love cool j :) seriously fresh scent my fave cool water smell can't go wrong very calm scent will buy again

"
4277,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Thank you :)

",0,"January 21, 2016",,B000P22TIY,p,"

  Thank you :)

"
4278,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very Good

",0,"August 9, 2014",,B000P22TIY,p,"

  Very Good

"
4279,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I receive many compliments about this fragrance on a daily basis… it drives the women wild!

",0,"February 9, 2015",,B000P22TIY,n,"

  I receive many compliments about this fragrance on a daily basis… it drives the women wild!

"
4280,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The reformulated version smells horrible.

",0,"February 12, 2017",,B000P22TIY,p,"

  The reformulated version smells horrible.

"
4281,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Good deal a

",0,"November 16, 2014",,B000P22TIY,p,"

  Good deal a

"
4282,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The product smells of only alcohol after 5-6 sprays from the bottle. I asked for a refund and actually got it extremely quickly. Within the hour of me filing the complaint. This product was too good to be true; and the only reason I am giving this 2 stars is because the customer service was great and I got my refund quickly. Spend your money on genuine products, not this garbage. It's a gamble go to see if you get a real or fake. Don't expect too much from it.

",1,"March 16, 2015",,B000P22TIY,p,"

  The product smells of only alcohol after 5-6 sprays from the bottle. I asked for a refund and actually got it extremely quickly. Within the hour of me filing the complaint. This product was too good to be true; and the only reason I am giving this 2 stars is because the customer service was great and I got my refund quickly. Spend your money on genuine products, not this garbage. It's a gamble go to see if you get a real or fake. Don't expect too much from it.

"
4283,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  OMG....this stuff smells so damn good!!!!

",0,"November 16, 2015",,B000P22TIY,p,"

  OMG....this stuff smells so damn good!!!!

"
4284,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very sweet and fresh scent. It's my favorite now cos it gives me value for my pay.

",0,"November 4, 2015",,B000P22TIY,p,"

  Very sweet and fresh scent. It's my favorite now cos it gives me value for my pay.

"
4285,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Great smell, lasts all day

",0,"August 18, 2017",,B000P22TIY,n,"

  Great smell, lasts all day

"
4286,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Love this perfume and for the price it is a win win situation.

",0,"August 30, 2016",,B000P22TIY,p,"

  Love this perfume and for the price it is a win win situation.

"
4287,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Very nice perfume at the given price

",0,"November 30, 2016",,B000P22TIY,p,"

  Very nice perfume at the given price

"
4288,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  My husband loves this colgne and it came super fast !

",0,"March 23, 2016",,B000P22TIY,p,"

  My husband loves this colgne and it came super fast !

"
4289,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great scent!!!  Got it fast w/ Prime... Will definitely order this again!!

",0,"February 19, 2015",,B000P22TIY,p,"

  Great scent!!!  Got it fast w/ Prime... Will definitely order this again!!

"
4290,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Awesome perfume at a good price

",0,"January 30, 2016",,B000P22TIY,p,"

  Awesome perfume at a good price

"
4291,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Just got shipment price was great was not sure if it was not the real nautica but I use this all the time same smell last as long as the one I purchased in store

",0,"December 11, 2012",,B000P22TIY,p,"

  Just got shipment price was great was not sure if it was not the real nautica but I use this all the time same smell last as long as the one I purchased in store

"
4292,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Pros:1. Affordable2. Really smells good3. Scent lasts long4. Got compliments from peopleCons: NoneA best buy.

",17,"March 23, 2014",,B000P22TIY,n,"

  Pros:1. Affordable2. Really smells good3. Scent lasts long4. Got compliments from peopleCons: NoneA best buy.

"
4293,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This is a great item and would purchase again!

",0,"February 17, 2015",,B000P22TIY,p,"

  This is a great item and would purchase again!

"
4294,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Love this colon and great price.

",0,"March 7, 2015",,B000P22TIY,p,"

  Love this colon and great price.

"
4295,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Good pleasant smell.

",0,"March 5, 2015",,B000P22TIY,p,"

  Good pleasant smell.

"
4296,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It's a summery scent, aquatic, not too  overpowering, and balanced, in good packaging. Speaking of packaging I generally prefer and recommend finding an online store you trust, and getting your colognes, EDT, and perfumes from there. The cologne's been in a warehouse, barely handled, and never seeing the light-of-day, which for products like these, is a good thing, I think.

",1,"July 16, 2012",,B000P22TIY,p,"

  It's a summery scent, aquatic, not too  overpowering, and balanced, in good packaging. Speaking of packaging I generally prefer and recommend finding an online store you trust, and getting your colognes, EDT, and perfumes from there. The cologne's been in a warehouse, barely handled, and never seeing the light-of-day, which for products like these, is a good thing, I think.

"
4297,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It is nice light scent, stays on my body for atleast 1 day , on clothes it will stay 2-4 hours if you spray 3-4 pumps.

",0,"October 24, 2012",,B000P22TIY,p,"

  It is nice light scent, stays on my body for atleast 1 day , on clothes it will stay 2-4 hours if you spray 3-4 pumps.

"
4298,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells great. I've worn it for a week and have gotten several compliments on the scent. Lasts most of the day. Five stars

",0,"October 19, 2014",,B000P22TIY,p,"

  Smells great. I've worn it for a week and have gotten several compliments on the scent. Lasts most of the day. Five stars

"
